file,name_ko,cat20,prompt
"ultrasonic-cleaner-01","초음파세척기","생활가전","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a ultrasonic cleaner"
"mini-sewing-machine-01","미니재봉틀","생활가전","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a mini sewing machine"
"water-filter-unit-01","가정용정수필터","생활가전","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a water filter unit"
"massage-cushion-01","안마쿠션","생활가전","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a massage cushion"
"glucose-meter-01","가정용혈당계","생활가전","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a glucose meter"
"digital-thermometer-01","전자체온계","생활가전","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a digital thermometer"
"humidifying-purifier-01","가습청정기","생활가전","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a humidifying purifier"
"electric-blanket-01","전기요","생활가전","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a electric blanket"
"heated-mattress-pad-01","온열매트","생활가전","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a heated mattress pad"
"nose-hair-trimmer-01","코털제거기","생활가전","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a nose hair trimmer"
"hair-clipper-01","전동이발기","생활가전","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a hair clipper"
"wrist-blood-pressure-monitor-01","가정용혈압팔목계","생활가전","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a wrist blood pressure monitor"
"portable-humidifier-01","휴대용가습기","생활가전","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a portable humidifier"
"air-conditioner-01","에어컨","계절가전","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a air conditioner"
"wall-air-conditioner-01","벽걸이에어컨","계절가전","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a wall air conditioner"
"portable-air-conditioner-01","이동식에어컨","계절가전","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a portable air conditioner"
"window-air-conditioner-01","창문형에어컨","계절가전","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a window air conditioner"
"electric-fan-01","선풍기","계절가전","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a electric fan"
"stand-fan-01","스탠드선풍기","계절가전","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a stand fan"
"tower-fan-01","타워팬","계절가전","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a tower fan"
"air-circulator-01","써큘레이터","계절가전","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a air circulator"
"wall-fan-01","벽걸이선풍기","계절가전","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a wall fan"
"box-fan-01","박스팬","계절가전","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a box fan"
"dehumidifier-01","제습기","계절가전","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a dehumidifier"
"humidifier-01","가습기","계절가전","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a humidifier"
"ultrasonic-humidifier-01","초음파가습기","계절가전","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a ultrasonic humidifier"
"heated-humidifier-01","가열식가습기","계절가전","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a heated humidifier"
"air-purifier-01","공기청정기","계절가전","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a air purifier"
"car-air-purifier-01","차량용공기청정기","계절가전","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a car air purifier"
"fan-heater-01","온풍기","계절가전","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a fan heater"
"electric-heater-01","전기히터","계절가전","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a electric heater"
"kerosene-heater-01","석유난로","계절가전","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a kerosene heater"
"gas-heater-01","가스난로","계절가전","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a gas heater"
"electric-radiator-01","전기라디에이터","계절가전","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a electric radiator"
"hot-water-mat-01","온수매트","계절가전","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a hot water mat"
